PDF URL,Accepted as,Title,Authors,Keywords,Abstract,TL;DR,Code URL
https://openreview.net/pdf?id=r1xGnA4Kvr,poster,Biologically inspired sleep algorithm for increased generalization and adversarial robustness in deep neural networks,"Timothy Tadros
Giri Krishnan
Ramyaa Ramyaa
Maxim Bazhenov",Adversarial Robustness; Generalization; Neural Computing; Deep Learning,"Current artificial neural networks (ANNs) can perform and excel at a variety of tasks ranging from image classification to spam detection through training on large datasets of labeled data. While the trained network may perform well on similar testing data, inputs that differ even slightly from the training data may trigger unpredictable behavior. Due to this limitation, it is possible to design inputs with very small perturbations that can result in misclassification. These adversarial attacks present a security risk to deployed ANNs and indicate a divergence between how ANNs and humans perform classification. Humans are robust at behaving in the presence of noise and are capable of correctly classifying objects that are noisy, blurred, or otherwise distorted. It has been hypothesized that sleep promotes generalization of knowledge and improves robustness against noise in animals and humans. In this work, we utilize a biologically inspired sleep phase in ANNs and demonstrate the benefit of sleep on defending against adversarial attacks as well as in increasing ANN classification robustness. We compare the sleep algorithm's performance on various robustness tasks with two previously proposed adversarial defenses - defensive distillation and fine-tuning. We report an increase in robustness after sleep phase to adversarial attacks as well as to general image distortions for three datasets: MNIST, CUB200, and a toy dataset. Overall, these results demonstrate the potential for biologically inspired solutions to solve existing problems in ANNs and guide the development of more robust, human-like ANNs.",We describe a biologically inspired sleep algorithm for increasing an artificial neural network's ability to extract the gist of a training set and exhibit increased robustness to adversarial attacks and general distortions.,--
https://openreview.net/pdf?id=Hke0V1rKPS,poster,Jacobian Adversarially Regularized Networks for Robustness,"Alvin Chan
Yi Tay
Yew Soon Ong
Jie Fu",adversarial examples; robust machine learning; deep learning,"Adversarial examples are crafted with imperceptible perturbations with the intent to fool neural networks. Against such attacks, adversarial training and its variants stand as the strongest defense to date. Previous studies have pointed out that robust models that have undergone adversarial training tend to produce more salient and interpretable Jacobian matrices than their non-robust counterparts. A natural question is whether a model trained with an objective to produce salient Jacobian can result in better robustness. This paper answers this question with affirmative empirical results. We propose Jacobian Adversarially Regularized Networks (JARN) as a method to optimize the saliency of a classifier's Jacobian by adversarially regularizing the model's Jacobian to resemble natural training images. Image classifiers trained with JARN show improved robust accuracy compared to standard models on the MNIST, SVHN and CIFAR-10 datasets, uncovering a new angle to boost robustness without using adversarial training.",We show that training classifiers to produce salient input Jacobian matrices with a GAN-like regularization can boost adversarial robustness.,--
https://openreview.net/pdf?id=HyeaSkrYPH,poster,Certified Defenses for Adversarial Patches,"Ping-yeh Chiang*
Renkun Ni*
Ahmed Abdelkader
Chen Zhu
Christoph Studor
Tom Goldstein",certified defenses; patch attack; adversarial robustness; sparse defense,"Adversarial patch attacks are among one of the most practical threat models against real-world computer vision systems. This paper studies certified and empirical defenses against patch attacks. We begin with a set of experiments showing that most existing defenses, which work by pre-processing input images to mitigate adversarial patches, are easily broken by simple white-box adversaries. Motivated by this finding, we propose the first certified defense against patch attacks, and propose faster methods for its training. Furthermore, we experiment with different patch shapes for testing, obtaining surprisingly good robustness transfer across shapes, and present preliminary results on certified defense against sparse attacks. Our complete implementation can be found on: https://github.com/Ping-C/certifiedpatchdefense.",--,https://github.com/Ping-C/certifiedpatchdefense
https://openreview.net/pdf?id=ByxdUySKvS,poster,Adversarial AutoAugment,"Xinyu Zhang
Qiang Wang
Jian Zhang
Zhao Zhong",Automatic Data Augmentation; Adversarial Learning; Reinforcement Learning,"Data augmentation (DA) has been widely utilized to improve generalization in training deep neural networks. Recently, human-designed data augmentation has been gradually replaced by automatically learned augmentation policy. Through finding the best policy in well-designed search space of data augmentation, AutoAugment (Cubuk et al., 2019) can significantly improve validation accuracy on image classification tasks. However, this approach is not computationally practical for large-scale problems. In this paper, we develop an adversarial method to arrive at a computationally-affordable solution called Adversarial AutoAugment, which can simultaneously optimize target related object and augmentation policy search loss. The augmentation policy network attempts to increase the training loss of a target network through generating adversarial augmentation policies, while the target network can learn more robust features from harder examples to improve the generalization. In contrast to prior work, we reuse the computation in target network training for policy evaluation, and dispense with the retraining of the target network. Compared to AutoAugment, this leads to about 12x reduction in computing cost and 11x shortening in time overhead on ImageNet. We show experimental results of our approach on CIFAR-10/CIFAR-100, ImageNet, and demonstrate significant performance improvements over state-of-the-art. On CIFAR-10, we achieve a top-1 test error of 1.36%, which is the currently best performing single model. On ImageNet, we achieve a leading performance of top-1 accuracy 79.40% on ResNet-50 and 80.00% on ResNet-50-D without extra data.",We introduce the idea of adversarial learning into automatic data augmentation to improve the generalization of a targe network.,--
https://openreview.net/pdf?id=SJlHwkBYDH,poster,Nesterov Accelerated Gradient and Scale Invariance for Adversarial Attacks,"Jiadong Lin
Chuanbiao Song
Kun He
Liwei Wang
John E. Hopcroft",adversarial examples; adversarial attack; transferability; Nesterov accelerated gradient; scale invariance,"Deep learning models are vulnerable to adversarial examples crafted by applying human-imperceptible perturbations on benign inputs. However, under the black-box setting, most existing adversaries often have a poor transferability to attack other defense models. In this work, from the perspective of regarding the adversarial example generation as an optimization process, we propose two new methods to improve the transferability of adversarial examples, namely Nesterov Iterative Fast Gradient Sign Method (NI-FGSM) and Scale-Invariant attack Method (SIM). NI-FGSM aims to adapt Nesterov accelerated gradient into the iterative attacks so as to effectively look ahead and improve the transferability of adversarial examples. While SIM is based on our discovery on the scale-invariant property of deep learning models, for which we leverage to optimize the adversarial perturbations over the scale copies of the input images so as to avoid ""overfitting” on the white-box model being attacked and generate more transferable adversarial examples. NI-FGSM and SIM can be naturally integrated to build a robust gradient-based attack to generate more transferable adversarial examples against the defense models. Empirical results on ImageNet dataset demonstrate that our attack methods exhibit higher transferability and achieve higher attack success rates than state-of-the-art gradient-based attacks.",We proposed a Nesterov Iterative Fast Gradient Sign Method (NI-FGSM) and a Scale-Invariant attack Method (SIM) that can boost the transferability of adversarial examples for image classification.,https://github.com/JHL-HUST/SI-NI-FGSM
https://openreview.net/pdf?id=rklk_ySYPB,poster,Provable robustness against all adversarial               l p   -perturbations for             p ≥ 1,"Francesco Croce
Matthias Hein",adversarial robustness; provable guarantees,,,https://github.com/fra31/mmr-universal
https://openreview.net/pdf?id=HJem3yHKwH,poster,EMPIR: Ensembles of Mixed Precision Deep Networks for Increased Robustness Against Adversarial Attacks,"Sanchari Sen
Balaraman Ravindran
Anand Raghunathan",ensembles; mixed precision; robustness; adversarial attacks,"Ensuring robustness of Deep Neural Networks (DNNs) is crucial to their adoption in safety-critical applications such as self-driving cars, drones, and healthcare. Notably, DNNs are vulnerable to adversarial attacks in which small input perturbations can produce catastrophic misclassifications. In this work, we propose EMPIR, ensembles of quantized DNN models with different numerical precisions, as a new approach to increase robustness against adversarial attacks. EMPIR is based on the observation that quantized neural networks often demonstrate much higher robustness to adversarial attacks than full precision networks, but at the cost of a substantial loss in accuracy on the original (unperturbed) inputs. EMPIR overcomes this limitation to achieve the ``best of both worlds"", i.e., the higher unperturbed accuracies of the full precision models combined with the higher robustness of the low precision models, by composing them in an ensemble. Further, as low precision DNN models have significantly lower computational and storage requirements than full precision models, EMPIR models only incur modest compute and memory overheads compared to a single full-precision model (<25% in our evaluations). We evaluate EMPIR across a suite of DNNs for 3 different image recognition tasks (MNIST, CIFAR-10 and ImageNet) and under 4 different adversarial attacks. Our results indicate that EMPIR boosts the average adversarial accuracies by 42.6%, 15.2% and 10.5% for the DNN models trained on the MNIST, CIFAR-10 and ImageNet datasets respectively, when compared to single full-precision models, without sacrificing accuracy on the unperturbed inputs.",We propose ensembles of mixed-precision DNNs as a new form of defense against adversarial attacks,https://github.com/sancharisen/EMPIR
https://openreview.net/pdf?id=HkeryxBtPB,poster,MMA Training: Direct Input Space Margin Maximization through Adversarial Training,"Gavin Weiguang Ding
Yash Sharma
Kry Yik Chau Lui
Ruitong Huang",adversarial robustness; perturbation; margin maximization; deep learning,,We propose MMA training to directly maximize input space margin in order to improve adversarial robustness primarily by removing the requirement of specifying a fixed distortion bound.,https://github.com/BorealisAI/mma_training
https://openreview.net/pdf?id=Hkem-lrtvH,poster,BayesOpt Adversarial Attack,"Binxin Ru
Adam Cobb
Arno Blaas
Yarin Gal",Black-box Adversarial Attack; Bayesian Optimisation; Gaussian Process,"Black-box adversarial attacks require a large number of attempts before finding successful adversarial examples that are visually indistinguishable from the original input. Current approaches relying on substitute model training, gradient estimation or genetic algorithms often require an excessive number of queries. Therefore, they are not suitable for real-world systems where the maximum query number is limited due to cost. We propose a query-efficient black-box attack which uses Bayesian optimisation in combination with Bayesian model selection to optimise over the adversarial perturbation and the optimal degree of search space dimension reduction. We demonstrate empirically that our method can achieve comparable success rates with 2-5 times fewer queries compared to previous state-of-the-art black-box attacks.",We propose a query-efficient black-box attack which uses Bayesian optimisation in combination with Bayesian model selection to optimise over the adversarial perturbation and the optimal degree of search space dimension reduction.,https://github.com/rubinxin/BayesOpt_Attack
https://openreview.net/pdf?id=Bke_DertPB,poster,Adversarial Lipschitz Regularization,Dávid Terjék,generative adversarial networks; wasserstein generative adversarial networks; lipschitz regularization; adversarial training,"Generative adversarial networks (GANs) are one of the most popular approaches when it comes to training generative models, among which variants of Wasserstein GANs are considered superior to the standard GAN formulation in terms of learning stability and sample quality. However, Wasserstein GANs require the critic to be 1-Lipschitz, which is often enforced implicitly by penalizing the norm of its gradient, or by globally restricting its Lipschitz constant via weight normalization techniques. Training with a regularization term penalizing the violation of the Lipschitz constraint explicitly, instead of through the norm of the gradient, was found to be practically infeasible in most situations. Inspired by Virtual Adversarial Training, we propose a method called Adversarial Lipschitz Regularization, and show that using an explicit Lipschitz penalty is indeed viable and leads to competitive performance when applied to Wasserstein GANs, highlighting an important connection between Lipschitz regularization and adversarial training.",alternative to gradient penalty,https://drive.google.com/open?id=11CVllq2OmppENKBQdqGIBz_BYTiiZVl_
https://openreview.net/pdf?id=Sye_OgHFwH,poster,Unrestricted Adversarial Examples via Semantic Manipulation,"Anand Bhattad
Min Jin Chong
Kaizhao Liang
Bo Li
D. A. Forsyth",Adversarial Examples; Semantic Manipulation; Image Colorization; Texture Transfer,,We introduce unrestricted perturbations that manipulate semantically meaningful image-based visual descriptors - color and texture - in order to generate effective and photorealistic adversarial examples.,"https://www.dropbox.com/s/69zx437t1dgo41b/semantic_attack_code.zip?dl=0
            "
https://openreview.net/pdf?id=rJxe3xSYDS,poster,Extreme Classification via Adversarial Softmax Approximation,"Robert Bamler
Stephan Mandt",Extreme classification; negative sampling,"Training a classifier over a large number of classes, known as 'extreme classification', has become a topic of major interest with applications in technology, science, and e-commerce. Traditional softmax regression induces a gradient cost proportional to the number of classes C, which often is prohibitively expensive. A popular scalable softmax approximation relies on uniform negative sampling, which suffers from slow convergence due a poor signal-to-noise ratio. In this paper, we propose a simple training method for drastically enhancing the gradient signal by drawing negative samples from an adversarial model that mimics the data distribution. Our contributions are three-fold: (i) an adversarial sampling mechanism that produces negative samples at a cost only logarithmic in C, thus still resulting in cheap gradient updates; (ii) a mathematical proof that this adversarial sampling minimizes the gradient variance while any bias due to non-uniform sampling can be removed; (iii) experimental results on large scale data sets that show a reduction of the training time by an order of magnitude relative to several competitive baselines.","An efficient, unbiased approximation of the softmax loss function for extreme classification",https://github.com/mandt-lab/adversarial-negative-sampling
https://openreview.net/pdf?id=HJxdTxHYvB,poster,BREAKING CERTIFIED DEFENSES: SEMANTIC ADVERSARIAL EXAMPLES WITH SPOOFED ROBUSTNESS CERTIFICATES,"Amin Ghiasi
Ali Shafahi
Tom Goldstein",,,--,--
